alpha.air,alpha.solid,alpha.water,p_rgh,Points_0,Points_1,Points_2,U.water_Magnitude
0,0,1,99870.9,0.0002625,3.75e-05,1e-05,0.000243634
0,0,1,99870.9,0.0003,3.75e-05,1e-05,0.000279857
0,0,1,99870.9,0.0003375,3.75e-05,1e-05,0.00031674
0,0,1,99870.9,0.000375,3.75e-05,1e-05,0.000354197
0,0,1,99870.8,0.0004125,3.75e-05,1e-05,0.000392098
0,0,1,99870.8,0.00045,3.75e-05,1e-05,0.000430265
0,0,1,99870.8,0.0004875,3.75e-05,1e-05,0.000468466
0,0,1,99870.8,0.000525,3.75e-05,1e-05,0.000506414
0,0,1,99870.8,0.0005625,3.75e-05,1e-05,0.000543767
0,0,1,99870.7,0.0006,3.75e-05,1e-05,0.000580126
0,0,1,99870.7,0.0006375,3.75e-05,1e-05,0.000615038
0,0,1,99870.7,0.000675,3.75e-05,1e-05,0.000648003
0,0,1,99870.6,0.0007125,3.75e-05,1e-05,0.000678477
0,0,1,99870.6,0.00075,3.75e-05,1e-05,0.000705882
0,0,1,99870.5,0.0007875,3.75e-05,1e-05,0.000729616
0,0,1,99870.5,0.000825,3.75e-05,1e-05,0.000749067
0,0,1,99870.5,0.0008625,3.75e-05,1e-05,0.000763626
0,0,1,99870.5,0.0009,3.75e-05,1e-05,0.000772702
0,0,1,99870.4,0.0009375,3.75e-05,1e-05,0.000775744
0,0,1,99870.3,0.000975,3.75e-05,1e-05,0.000772254
0,0,1,99870.3,0.0010125,3.75e-05,1e-05,0.000761813
0,0,1,99870.2,0.00105,3.75e-05,1e-05,0.00074409
0,0,1,99870.2,0.0010875,3.75e-05,1e-05,0.00071887
0,0,1,99870.2,0.001125,3.75e-05,1e-05,0.000686061
0,0,1,99870.2,0.0011625,3.75e-05,1e-05,0.000645714
0,0,1,99870.1,0.0012,3.75e-05,1e-05,0.000598034
0,0,1,99870.1,0.0012375,3.75e-05,1e-05,0.000543386
0,0,1,99870,0.001275,3.75e-05,1e-05,0.000482315
0,0,1,99870,0.0013125,3.75e-05,1e-05,0.000415557
0,0,1,99870,0.00135,3.75e-05,1e-05,0.0003441
0,0,1,99870,0.0013875,3.75e-05,1e-05,0.000269322
0,0,1,99870,0.001425,3.75e-05,1e-05,0.000193546
0,0,1,99870,0.0014625,3.75e-05,1e-05,0.000122597
0,0,1,99870,0.0015,3.75e-05,1e-05,8.02219e-05
0,0,1,99869.9,0.0015375,3.75e-05,1e-05,0.00011011
0,0,1,99869.9,0.001575,3.75e-05,1e-05,0.00017826
0,0,1,99870,0.0016125,3.75e-05,1e-05,0.000253623
0,0,1,99870,0.00165,3.75e-05,1e-05,0.000328683
0,0,1,99870,0.0016875,3.75e-05,1e-05,0.000400766
0,0,1,99870,0.001725,3.75e-05,1e-05,0.000468388
0,0,1,99870,0.0017625,3.75e-05,1e-05,0.000530522
0,0,1,99870,0.0018,3.75e-05,1e-05,0.000586407
0,0,1,99870,0.0018375,3.75e-05,1e-05,0.000635483
0,0,1,99870.1,0.001875,3.75e-05,1e-05,0.000677367
0,0,1,99870.1,0.0019125,3.75e-05,1e-05,0.000711839
0,0,1,99870.2,0.00195,3.75e-05,1e-05,0.000738832
0,0,1,99870.2,0.0019875,3.75e-05,1e-05,0.000758415
0,0,1,99870.2,0.002025,3.75e-05,1e-05,0.000770786
0,0,1,99870.2,0.0020625,3.75e-05,1e-05,0.000776249
0,0,1,99870.3,0.0021,3.75e-05,1e-05,0.000775201
0,0,1,99870.3,0.0021375,3.75e-05,1e-05,0.000768114
0,0,1,99870.3,0.002175,3.75e-05,1e-05,0.000755513
0,0,1,99870.4,0.0022125,3.75e-05,1e-05,0.000737964
0,0,1,99870.4,0.00225,3.75e-05,1e-05,0.000716048
0,0,1,99870.5,0.0022875,3.75e-05,1e-05,0.000690354
0,0,1,99870.5,0.002325,3.75e-05,1e-05,0.00066146
0,0,1,99870.5,0.0023625,3.75e-05,1e-05,0.000629921
0,0,1,99870.5,0.0024,3.75e-05,1e-05,0.000596262
0,0,1,99870.5,0.0024375,3.75e-05,1e-05,0.000560968
0,0,1,99870.6,0.002475,3.75e-05,1e-05,0.000524476
0,0,1,99870.6,0.0025125,3.75e-05,1e-05,0.000487174
0,0,1,99870.6,0.00255,3.75e-05,1e-05,0.000449396
0,0,1,99870.6,0.0025875,3.75e-05,1e-05,0.000411421
0,0,1,99870.6,0.002625,3.75e-05,1e-05,0.000373468
0,0,1,99870.7,0.0026625,3.75e-05,1e-05,0.000335696
0,0,1,99870.7,0.0027,3.75e-05,1e-05,0.000298206
0,0,1,99870.7,0.0027375,3.75e-05,1e-05,0.000261055
0,0,1,99870.7,0.002775,3.75e-05,1e-05,0.000224291
0,0,1,99870.7,0.0028125,3.75e-05,1e-05,0.000187976
0,0,1,99870.7,0.00285,3.75e-05,1e-05,0.000152145
0,0,1,99870.7,0.0028875,3.75e-05,1e-05,0.000117147
0,0,1,99870.7,0.002925,3.75e-05,1e-05,8.27149e-05
0,0,1,99870.7,0.0029625,3.75e-05,1e-05,5.09002e-05
0,0,1,99870.7,0.003,3.75e-05,1e-05,0
0,0,1,99870.9,0,7.5e-05,1e-05,0
0,0,1,99870.9,3.75e-05,7.5e-05,1e-05,8.11236e-05
0,0,1,99870.9,7.5e-05,7.5e-05,1e-05,0.000110889
0,0,1,99870.9,0.0001125,7.5e-05,1e-05,0.000144992
0,0,1,99870.9,0.00015,7.5e-05,1e-05,0.000183555
0,0,1,99870.9,0.0001875,7.5e-05,1e-05,0.00022397
0,0,1,99870.9,0.000225,7.5e-05,1e-05,0.000265599
0,0,1,99870.9,0.0002625,7.5e-05,1e-05,0.000308178
0,0,1,99870.9,0.0003,7.5e-05,1e-05,0.000351542
0,0,1,99870.9,0.0003375,7.5e-05,1e-05,0.00039555
0,0,1,99870.9,0.000375,7.5e-05,1e-05,0.000440043
0,0,1,99870.8,0.0004125,7.5e-05,1e-05,0.000484833
0,0,1,99870.8,0.00045,7.5e-05,1e-05,0.000529679
0,0,1,99870.8,0.0004875,7.5e-05,1e-05,0.000574296
0,0,1,99870.8,0.000525,7.5e-05,1e-05,0.000618336
0,0,1,99870.8,0.0005625,7.5e-05,1e-05,0.000661399
0,0,1,99870.7,0.0006,7.5e-05,1e-05,0.000703025
0,0,1,99870.7,0.0006375,7.5e-05,1e-05,0.000742699
0,0,1,99870.7,0.000675,7.5e-05,1e-05,0.000779857
0,0,1,99870.6,0.0007125,7.5e-05,1e-05,0.000813893
0,0,1,99870.6,0.00075,7.5e-05,1e-05,0.000844167
0,0,1,99870.5,0.0007875,7.5e-05,1e-05,0.000870019
0,0,1,99870.5,0.000825,7.5e-05,1e-05,0.00089078
0,0,1,99870.5,0.0008625,7.5e-05,1e-05,0.000905793
0,0,1,99870.5,0.0009,7.5e-05,1e-05,0.000914424
0,0,1,99870.4,0.0009375,7.5e-05,1e-05,0.00091609
0,0,1,99870.3,0.000975,7.5e-05,1e-05,0.000910273
0,0,1,99870.3,0.0010125,7.5e-05,1e-05,0.000896544
0,0,1,99870.2,0.00105,7.5e-05,1e-05,0.000874585
0,0,1,99870.2,0.0010875,7.5e-05,1e-05,0.000844207
0,0,1,99870.2,0.001125,7.5e-05,1e-05,0.000805373
0,0,1,99870.2,0.0011625,7.5e-05,1e-05,0.000758217
0,0,1,99870.1,0.0012,7.5e-05,1e-05,0.000703062
0,0,1,99870.1,0.0012375,7.5e-05,1e-05,0.000640456
0,0,1,99870,0.001275,7.5e-05,1e-05,0.000571198
0,0,1,99870,0.0013125,7.5e-05,1e-05,0.000496432
0,0,1,99870,0.00135,7.5e-05,1e-05,0.000417806
0,0,1,99870,0.0013875,7.5e-05,1e-05,0.000337921
0,0,1,99870,0.001425,7.5e-05,1e-05,0.000261515
0,0,1,99870,0.0014625,7.5e-05,1e-05,0.000198804
0,0,1,99869.9,0.0015,7.5e-05,1e-05,0.000170525
0,0,1,99869.9,0.0015375,7.5e-05,1e-05,0.000193881
0,0,1,99869.9,0.001575,7.5e-05,1e-05,0.000254129
0,0,1,99869.9,0.0016125,7.5e-05,1e-05,0.000329572
0,0,1,99870,0.00165,7.5e-05,1e-05,0.000409132
0,0,1,99870,0.0016875,7.5e-05,1e-05,0.000487728
0,0,1,99870,0.001725,7.5e-05,1e-05,0.000562627
0,0,1,99870,0.0017625,7.5e-05,1e-05,0.000632125
0,0,1,99870,0.0018,7.5e-05,1e-05,0.000695051
0,0,1,99870,0.0018375,7.5e-05,1e-05,0.000750588
0,0,1,99870.1,0.001875,7.5e-05,1e-05,0.000798181
0,0,1,99870.1,0.0019125,7.5e-05,1e-05,0.000837498
0,0,1,99870.2,0.00195,7.5e-05,1e-05,0.000868398
0,0,1,99870.2,0.0019875,7.5e-05,1e-05,0.000890913
0,0,1,99870.2,0.002025,7.5e-05,1e-05,0.000905226
0,0,1,99870.2,0.0020625,7.5e-05,1e-05,0.000911651
0,0,1,99870.3,0.0021,7.5e-05,1e-05,0.000910611
0,0,1,99870.3,0.0021375,7.5e-05,1e-05,0.000902616
0,0,1,99870.3,0.002175,7.5e-05,1e-05,0.000888245
0,0,1,99870.4,0.0022125,7.5e-05,1e-05,0.000868122
0,0,1,99870.4,0.00225,7.5e-05,1e-05,0.000842899
0,0,1,99870.5,0.0022875,7.5e-05,1e-05,0.000813235
0,0,1,99870.5,0.002325,7.5e-05,1e-05,0.000779783
0,0,1,99870.5,0.0023625,7.5e-05,1e-05,0.000743177
0,0,1,99870.5,0.0024,7.5e-05,1e-05,0.000704016
0,0,1,99870.5,0.0024375,7.5e-05,1e-05,0.00066286
0,0,1,99870.6,0.002475,7.5e-05,1e-05,0.00062022
0,0,1,99870.6,0.0025125,7.5e-05,1e-05,0.000576555
0,0,1,99870.6,0.00255,7.5e-05,1e-05,0.000532266
0,0,1,99870.6,0.0025875,7.5e-05,1e-05,0.000487703
0,0,1,99870.6,0.002625,7.5e-05,1e-05,0.000443151
0,0,1,99870.7,0.0026625,7.5e-05,1e-05,0.000398842
0,0,1,99870.7,0.0027,7.5e-05,1e-05,0.000354951
0,0,1,99870.7,0.0027375,7.5e-05,1e-05,0.000311624
0,0,1,99870.7,0.002775,7.5e-05,1e-05,0.000269016
0,0,1,99870.7,0.0028125,7.5e-05,1e-05,0.000227348
0,0,1,99870.7,0.00285,7.5e-05,1e-05,0.000187099
0,0,1,99870.7,0.0028875,7.5e-05,1e-05,0.000148965
0,0,1,99870.7,0.002925,7.5e-05,1e-05,0.000115558
0,0,1,99870.7,0.0029625,7.5e-05,1e-05,8.60509e-05
0,0,1,99870.7,0.003,7.5e-05,1e-05,0
0,0,1,99871,0,0.0001125,1e-05,0
0,0,1,99871,3.75e-05,0.0001125,1e-05,0.000121571
0,0,1,99871,7.5e-05,0.0001125,1e-05,0.000146812
0,0,1,99870.9,0.0001125,0.0001125,1e-05,0.00017448
0,0,1,99870.9,0.00015,0.0001125,1e-05,0.000210729
0,0,1,99870.9,0.0001875,0.0001125,1e-05,0.000250263
0,0,1,99870.9,0.000225,0.0001125,1e-05,0.000291778
0,0,1,99870.9,0.0002625,0.0001125,1e-05,0.000334726
0,0,1,99870.9,0.0003,0.0001125,1e-05,0.000378771
0,0,1,99870.9,0.0003375,0.0001125,1e-05,0.000423656
0,0,1,99870.9,0.000375,0.0001125,1e-05,0.000469148
0,0,1,99870.8,0.0004125,0.0001125,1e-05,0.000514999
0,0,1,99870.8,0.00045,0.0001125,1e-05,0.000560932
0,0,1,99870.8,0.0004875,0.0001125,1e-05,0.000606628
0,0,1,99870.8,0.000525,0.0001125,1e-05,0.000651718
0,0,1,99870.8,0.0005625,0.0001125,1e-05,0.00069578
0,0,1,99870.7,0.0006,0.0001125,1e-05,0.000738341
0,0,1,99870.7,0.0006375,0.0001125,1e-05,0.000778875
0,0,1,99870.7,0.000675,0.0001125,1e-05,0.00081681
0,0,1,99870.6,0.0007125,0.0001125,1e-05,0.000851534
0,0,1,99870.6,0.00075,0.0001125,1e-05,0.000882407
0,0,1,99870.5,0.0007875,0.0001125,1e-05,0.000908768
0,0,1,99870.5,0.000825,0.0001125,1e-05,0.000929954
0,0,1,99870.5,0.0008625,0.0001125,1e-05,0.000945315
0,0,1,99870.5,0.0009,0.0001125,1e-05,0.000954231
0,0,1,99870.4,0.0009375,0.0001125,1e-05,0.000956134
0,0,1,99870.3,0.000975,0.0001125,1e-05,0.000950531
0,0,1,99870.3,0.0010125,0.0001125,1e-05,0.000937021
0,0,1,99870.2,0.00105,0.0001125,1e-05,0.000915328
0,0,1,99870.2,0.0010875,0.0001125,1e-05,0.000885314
0,0,1,99870.2,0.001125,0.0001125,1e-05,0.000847012
0,0,1,99870.2,0.0011625,0.0001125,1e-05,0.00080065
0,0,1,99870.1,0.0012,0.0001125,1e-05,0.000746686
0,0,1,99870.1,0.0012375,0.0001125,1e-05,0.000685852
0,0,1,99870,0.001275,0.0001125,1e-05,0.000619228
0,0,1,99870,0.0013125,0.0001125,1e-05,0.000548372
0,0,1,99870,0.00135,0.0001125,1e-05,0.00047557
0,0,1,99870,0.0013875,0.0001125,1e-05,0.000404334
0,0,1,99870,0.001425,0.0001125,1e-05,0.000340321
0,0,1,99869.9,0.0014625,0.0001125,1e-05,0.000292554
0,0,1,99869.9,0.0015,0.0001125,1e-05,0.000272627
0,0,1,99869.9,0.0015375,0.0001125,1e-05,0.000287351
0,0,1,99869.9,0.001575,0.0001125,1e-05,0.000331405
0,0,1,99869.9,0.0016125,0.0001125,1e-05,0.000393212
0,0,1,99869.9,0.00165,0.0001125,1e-05,0.000463193
0,0,1,99870,0.0016875,0.0001125,1e-05,0.000535266
0,0,1,99870,0.001725,0.0001125,1e-05,0.000605687
0,0,1,99870,0.0017625,0.0001125,1e-05,0.000672044
0,0,1,99870,0.0018,0.0001125,1e-05,0.000732713
0,0,1,99870,0.0018375,0.0001125,1e-05,0.000786575
0,0,1,99870.1,0.001875,0.0001125,1e-05,0.000832877
0,0,1,99870.1,0.0019125,0.0001125,1e-05,0.000871147
0,0,1,99870.2,0.00195,0.0001125,1e-05,0.000901153
0,0,1,99870.2,0.0019875,0.0001125,1e-05,0.000922857
0,0,1,99870.2,0.002025,0.0001125,1e-05,0.000936395
0,0,1,99870.2,0.0020625,0.0001125,1e-05,0.000942049
0,0,1,99870.3,0.0021,0.0001125,1e-05,0.000940218
0,0,1,99870.3,0.0021375,0.0001125,1e-05,0.0009314
0,0,1,99870.3,0.002175,0.0001125,1e-05,0.000916167
0,0,1,99870.4,0.0022125,0.0001125,1e-05,0.000895141
0,0,1,99870.4,0.00225,0.0001125,1e-05,0.000868975
0,0,1,99870.5,0.0022875,0.0001125,1e-05,0.000838334
0,0,1,99870.5,0.002325,0.0001125,1e-05,0.000803881
0,0,1,99870.5,0.0023625,0.0001125,1e-05,0.000766258
0,0,1,99870.5,0.0024,0.0001125,1e-05,0.000726077
0,0,1,99870.5,0.0024375,0.0001125,1e-05,0.000683913
0,0,1,99870.6,0.002475,0.0001125,1e-05,0.000640292
0,0,1,99870.6,0.0025125,0.0001125,1e-05,0.000595693
0,0,1,99870.6,0.00255,0.0001125,1e-05,0.000550543
0,0,1,99870.6,0.0025875,0.0001125,1e-05,0.000505221
0,0,1,99870.6,0.002625,0.0001125,1e-05,0.000460057
0,0,1,99870.7,0.0026625,0.0001125,1e-05,0.000415336
0,0,1,99870.7,0.0027,0.0001125,1e-05,0.000371312
0,0,1,99870.7,0.0027375,0.0001125,1e-05,0.000328232
0,0,1,99870.7,0.002775,0.0001125,1e-05,0.000286386
0,0,1,99870.7,0.0028125,0.0001125,1e-05,0.000246225
0,0,1,99870.7,0.00285,0.0001125,1e-05,0.000208399
0,0,1,99870.7,0.0028875,0.0001125,1e-05,0.000174459
0,0,1,99870.7,0.002925,0.0001125,1e-05,0.000149312
0,0,1,99870.7,0.0029625,0.0001125,1e-05,0.000125345
0,0,1,99870.7,0.003,0.0001125,1e-05,0
0,0,1,99871,0,0.00015,1e-05,0
0,0,1,99871,3.75e-05,0.00015,1e-05,0.00016388
0,0,1,99871,7.5e-05,0.00015,1e-05,0.000185521
0,0,1,99871,0.0001125,0.00015,1e-05,0.000205203
0,0,1,99870.9,0.00015,0.00015,1e-05,0.000236745
0,0,1,99870.9,0.0001875,0.00015,1e-05,0.000272833
0,0,1,99870.9,0.000225,0.00015,1e-05,0.000311745
0,0,1,99870.9,0.0002625,0.00015,1e-05,0.000352747
0,0,1,99870.9,0.0003,0.00015,1e-05,0.000395358
0,0,1,99870.9,0.0003375,0.00015,1e-05,0.000439219
0,0,1,99870.9,0.000375,0.00015,1e-05,0.000484022
0,0,1,99870.9,0.0004125,0.00015,1e-05,0.000529466
0,0,1,99870.8,0.00045,0.00015,1e-05,0.000575237
0,0,1,99870.8,0.0004875,0.00015,1e-05,0.000620985
0,0,1,99870.8,0.000525,0.00015,1e-05,0.000666319
0,0,1,99870.8,0.0005625,0.00015,1e-05,0.000710801
0,0,1,99870.7,0.0006,0.00015,1e-05,0.000753941
0,0,1,99870.7,0.0006375,0.00015,1e-05,0.000795202
0,0,1,99870.7,0.000675,0.00015,1e-05,0.000834
0,0,1,99870.6,0.0007125,0.00015,1e-05,0.000869717
0,0,1,99870.6,0.00075,0.00015,1e-05,0.000901701
0,0,1,99870.5,0.0007875,0.00015,1e-05,0.000929289
0,0,1,99870.5,0.000825,0.00015,1e-05,0.00095181
0,0,1,99870.5,0.0008625,0.00015,1e-05,0.000968612
0,0,1,99870.5,0.0009,0.00015,1e-05,0.000979078
0,0,1,99870.4,0.0009375,0.00015,1e-05,0.000982646
0,0,1,99870.3,0.000975,0.00015,1e-05,0.000978833
0,0,1,99870.3,0.0010125,0.00015,1e-05,0.000967263
0,0,1,99870.2,0.00105,0.00015,1e-05,0.000947687
0,0,1,99870.2,0.0010875,0.00015,1e-05,0.000920018
0,0,1,99870.2,0.001125,0.00015,1e-05,0.000884357
0,0,1,99870.1,0.0011625,0.00015,1e-05,0.00084103
0,0,1,99870.1,0.0012,0.00015,1e-05,0.000790629
0,0,1,99870.1,0.0012375,0.00015,1e-05,0.000734075
0,0,1,99870,0.001275,0.00015,1e-05,0.000672705
0,0,1,99870,0.0013125,0.00015,1e-05,0.000608408
0,0,1,99870,0.00135,0.00015,1e-05,0.000543856
0,0,1,99870,0.0013875,0.00015,1e-05,0.000482826
0,0,1,99869.9,0.001425,0.00015,1e-05,0.000430572
0,0,1,99869.9,0.0014625,0.00015,1e-05,0.000393768
0,0,1,99869.9,0.0015,0.00015,1e-05,0.000379037
0,0,1,99869.9,0.0015375,0.00015,1e-05,0.000389592
0,0,1,99869.9,0.001575,0.00015,1e-05,0.000422961
0,0,1,99869.9,0.0016125,0.00015,1e-05,0.000472752
0,0,1,99869.9,0.00165,0.00015,1e-05,0.000532127
0,0,1,99869.9,0.0016875,0.00015,1e-05,0.000595584
0,0,1,99870,0.001725,0.00015,1e-05,0.000659151
0,0,1,99870,0.0017625,0.00015,1e-05,0.000720026
0,0,1,99870,0.0018,0.00015,1e-05,0.000776237
0,0,1,99870,0.0018375,0.00015,1e-05,0.000826397
0,0,1,99870.1,0.001875,0.00015,1e-05,0.000869553
0,0,1,99870.1,0.0019125,0.00015,1e-05,0.000905094
0,0,1,99870.1,0.00195,0.00015,1e-05,0.000932681
0,0,1,99870.2,0.0019875,0.00015,1e-05,0.000952209
0,0,1,99870.2,0.002025,0.00015,1e-05,0.000963762
0,0,1,99870.2,0.0020625,0.00015,1e-05,0.000967587
0,0,1,99870.3,0.0021,0.00015,1e-05,0.000964062
0,0,1,99870.3,0.0021375,0.00015,1e-05,0.000953674
0,0,1,99870.3,0.002175,0.00015,1e-05,0.000936986
0,0,1,99870.4,0.0022125,0.00015,1e-05,0.000914619
0,0,1,99870.4,0.00225,0.00015,1e-05,0.000887229
0,0,1,99870.5,0.0022875,0.00015,1e-05,0.000855486
0,0,1,99870.5,0.002325,0.00015,1e-05,0.000820057
0,0,1,99870.5,0.0023625,0.00015,1e-05,0.000781594
0,0,1,99870.5,0.0024,0.00015,1e-05,0.000740719
0,0,1,99870.5,0.0024375,0.00015,1e-05,0.000698018
0,0,1,99870.6,0.002475,0.00015,1e-05,0.00065403
0,0,1,99870.6,0.0025125,0.00015,1e-05,0.00060925
0,0,1,99870.6,0.00255,0.00015,1e-05,0.000564125
0,0,1,99870.6,0.0025875,0.00015,1e-05,0.000519057
0,0,1,99870.7,0.002625,0.00015,1e-05,0.000474405
0,0,1,99870.7,0.0026625,0.00015,1e-05,0.000430495
0,0,1,99870.7,0.0027,0.00015,1e-05,0.000387632
0,0,1,99870.7,0.0027375,0.00015,1e-05,0.000346137
0,0,1,99870.7,0.002775,0.00015,1e-05,0.000306397
0,0,1,99870.7,0.0028125,0.00015,1e-05,0.000268969
0,0,1,99870.7,0.00285,0.00015,1e-05,0.000234738
0,0,1,99870.7,0.0028875,0.00015,1e-05,0.0002053
0,0,1,99870.7,0.002925,0.00015,1e-05,0.000187278
0,0,1,99870.7,0.0029625,0.00015,1e-05,0.00016633
0,0,1,99870.7,0.003,0.00015,1e-05,0
0,0,1,99871,0,0.0001875,1e-05,0
0,0,1,99871,3.75e-05,0.0001875,1e-05,0.000206624
0,0,1,99871,7.5e-05,0.0001875,1e-05,0.000226344
0,0,1,99871,0.0001125,0.0001875,1e-05,0.000239324
0,0,1,99871,0.00015,0.0001875,1e-05,0.000266612
0,0,1,99870.9,0.0001875,0.0001875,1e-05,0.000299256
0,0,1,99870.9,0.000225,0.0001875,1e-05,0.000335354
0,0,1,99870.9,0.0002625,0.0001875,1e-05,0.000374128
0,0,1,99870.9,0.0003,0.0001875,1e-05,0.000415025
0,0,1,99870.9,0.0003375,0.0001875,1e-05,0.000457616
0,0,1,99870.9,0.000375,0.0001875,1e-05,0.000501537
0,0,1,99870.9,0.0004125,0.0001875,1e-05,0.000546442
0,0,1,99870.8,0.00045,0.0001875,1e-05,0.00059198
0,0,1,99870.8,0.0004875,0.0001875,1e-05,0.000637773
0,0,1,99870.8,0.000525,0.0001875,1e-05,0.000683409
0,0,1,99870.8,0.0005625,0.0001875,1e-05,0.000728429
0,0,1,99870.8,0.0006,0.0001875,1e-05,0.000772327
0,0,1,99870.7,0.0006375,0.0001875,1e-05,0.000814552
0,0,1,99870.7,0.000675,0.0001875,1e-05,0.000854508
0,0,1,99870.7,0.0007125,0.0001875,1e-05,0.000891563
0,0,1,99870.6,0.00075,0.0001875,1e-05,0.000925057
0,0,1,99870.5,0.0007875,0.0001875,1e-05,0.000954315
0,0,1,99870.5,0.000825,0.0001875,1e-05,0.000978661
0,0,1,99870.5,0.0008625,0.0001875,1e-05,0.000997437
0,0,1,99870.5,0.0009,0.0001875,1e-05,0.00101003
0,0,1,99870.4,0.0009375,0.0001875,1e-05,0.00101587
0,0,1,99870.3,0.000975,0.0001875,1e-05,0.00101449
0,0,1,99870.3,0.0010125,0.0001875,1e-05,0.00100554
0,0,1,99870.2,0.00105,0.0001875,1e-05,0.000988801
0,0,1,99870.2,0.0010875,0.0001875,1e-05,0.000964231
0,0,1,99870.2,0.001125,0.0001875,1e-05,0.000931997
0,0,1,99870.1,0.0011625,0.0001875,1e-05,0.000892518
0,0,1,99870.1,0.0012,0.0001875,1e-05,0.000846509
0,0,1,99870,0.0012375,0.0001875,1e-05,0.000795043
0,0,1,99870,0.001275,0.0001875,1e-05,0.000739635
0,0,1,99870,0.0013125,0.0001875,1e-05,0.000682355
0,0,1,99870,0.00135,0.0001875,1e-05,0.000625963
0,0,1,99869.9,0.0013875,0.0001875,1e-05,0.000574046
0,0,1,99869.9,0.001425,0.0001875,1e-05,0.000531011
0,0,1,99869.9,0.0014625,0.0001875,1e-05,0.000501679
0,0,1,99869.9,0.0015,0.0001875,1e-05,0.00049015
0,0,1,99869.9,0.0015375,0.0001875,1e-05,0.000498228
0,0,1,99869.9,0.001575,0.0001875,1e-05,0.000524521
0,0,1,99869.9,0.0016125,0.0001875,1e-05,0.000565135
0,0,1,99869.9,0.00165,0.0001875,1e-05,0.000615243
0,0,1,99869.9,0.0016875,0.0001875,1e-05,0.000670326
0,0,1,99869.9,0.001725,0.0001875,1e-05,0.000726667
0,0,1,99870,0.0017625,0.0001875,1e-05,0.0007814
0,0,1,99870,0.0018,0.0001875,1e-05,0.00083238
0,0,1,99870,0.0018375,0.0001875,1e-05,0.000878038
0,0,1,99870,0.001875,0.0001875,1e-05,0.000917264
0,0,1,99870.1,0.0019125,0.0001875,1e-05,0.000949318
0,0,1,99870.1,0.00195,0.0001875,1e-05,0.000973769
0,0,1,99870.2,0.0019875,0.0001875,1e-05,0.000990437
0,0,1,99870.2,0.002025,0.0001875,1e-05,0.000999361
0,0,1,99870.2,0.0020625,0.0001875,1e-05,0.00100075
0,0,1,99870.3,0.0021,0.0001875,1e-05,0.000994961
0,0,1,99870.3,0.0021375,0.0001875,1e-05,0.000982467
0,0,1,99870.3,0.002175,0.0001875,1e-05,0.000963828
0,0,1,99870.4,0.0022125,0.0001875,1e-05,0.000939665
0,0,1,99870.4,0.00225,0.0001875,1e-05,0.000910637
0,0,1,99870.5,0.0022875,0.0001875,1e-05,0.000877421
0,0,1,99870.5,0.002325,0.0001875,1e-05,0.000840692
0,0,1,99870.5,0.0023625,0.0001875,1e-05,0.000801112
0,0,1,99870.5,0.0024,0.0001875,1e-05,0.000759315
0,0,1,99870.6,0.0024375,0.0001875,1e-05,0.000715898
0,0,1,99870.6,0.002475,0.0001875,1e-05,0.000671416
0,0,1,99870.6,0.0025125,0.0001875,1e-05,0.000626381
0,0,1,99870.6,0.00255,0.0001875,1e-05,0.000581258
0,0,1,99870.6,0.0025875,0.0001875,1e-05,0.000536471
0,0,1,99870.7,0.002625,0.0001875,1e-05,0.000492407
0,0,1,99870.7,0.0026625,0.0001875,1e-05,0.000449423
0,0,1,99870.7,0.0027,0.0001875,1e-05,0.000407867
0,0,1,99870.7,0.0027375,0.0001875,1e-05,0.000368105
0,0,1,99870.7,0.002775,0.0001875,1e-05,0.000330581
0,0,1,99870.7,0.0028125,0.0001875,1e-05,0.000295913
0,0,1,99870.7,0.00285,0.0001875,1e-05,0.000264892
0,0,1,99870.7,0.0028875,0.0001875,1e-05,0.000239335
0,0,1,99870.7,0.002925,0.0001875,1e-05,0.000227281
0,0,1,99870.7,0.0029625,0.0001875,1e-05,0.000207911
0,0,1,99870.7,0.003,0.0001875,1e-05,0
0,0,1,99871,0,0.000225,1e-05,0
0,0,1,99871,3.75e-05,0.000225,1e-05,0.000249246
0,0,1,99871,7.5e-05,0.000225,1e-05,0.000267996
0,0,1,99871,0.0001125,0.000225,1e-05,0.000275425
0,0,1,99871,0.00015,0.000225,1e-05,0.000299265
0,0,1,99871,0.0001875,0.000225,1e-05,0.000328928
0,0,1,99870.9,0.000225,0.000225,1e-05,0.000362447
0,0,1,99870.9,0.0002625,0.000225,1e-05,0.0003991
0,0,1,99870.9,0.0003,0.000225,1e-05,0.00043833
0,0,1,99870.9,0.0003375,0.000225,1e-05,0.000479682
0,0,1,99870.9,0.000375,0.000225,1e-05,0.00052276
0,0,1,99870.9,0.0004125,0.000225,1e-05,0.000567189
0,0,1,99870.8,0.00045,0.000225,1e-05,0.00061259
0,0,1,99870.8,0.0004875,0.000225,1e-05,0.000658562
0,0,1,99870.8,0.000525,0.000225,1e-05,0.000704673
0,0,1,99870.8,0.0005625,0.000225,1e-05,0.000750445
0,0,1,99870.8,0.0006,0.000225,1e-05,0.000795357
0,0,1,99870.7,0.0006375,0.000225,1e-05,0.000838842
0,0,1,99870.7,0.000675,0.000225,1e-05,0.000880292
0,0,1,99870.7,0.0007125,0.000225,1e-05,0.00091906
0,0,1,99870.6,0.00075,0.000225,1e-05,0.000954474
0,0,1,99870.5,0.0007875,0.000225,1e-05,0.000985847
